标题,昵称,地区,评论内容,情感得分,来源文件
居然能用VR学语文？ #vr  #网课,7rm,未知,我六年级[泣不成声][泣不成声][泣不成声],0.82,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,是星辰吖,未知,如果老师是小蓝，我宁愿每天都上课,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Goog！,未知,我好像记得我去过那里吧[捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,口口口,未知,对不起，我来错了，我三年级[捂脸][捂脸][捂脸][捂脸]。,0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,坠梦,未知,现在的课本更不一样了呢,0.79,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Daavid,未知,这个设备要多少钱呀,0.21,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户2080511496926,未知,更新小忍行吗？,0.16,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🍉锦鲤🍉,未知,上网课？上就取关[奸笑],0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户2471231303500,未知,其实你可以改行做语文老师[捂脸],0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户5051043231164,未知,现在是就是大书了，真怀念以前的，我还背过那一段，那一段太难了，我直接背了一个星期都背不会最后被老师打的[黑脸],0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,￴ ￴￴ ￴ ￴ ￴￴ ￴￴￴ ￴￴￴￴,未知,什么时候直播？,0.33,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,萧县帅康集成厨房,未知,不要啊[流泪][流泪][流泪][流泪][流泪],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,洄光,未知,要是网课能这么上该多好[看],0.76,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,燕子,未知,我喜欢你的小蕊。,0.68,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,乾职,未知,我已经初一了[捂脸],0.18,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🌟星的513💫,未知,而且我们不是一个课本，我们课本是大一点的。,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,123,未知,"怎
怎样
怎样才
怎样才能
怎样才能引
怎样才能引起
怎样才能引起小
怎样才能引起小蓝
怎样才能引起小蓝的
怎样才能引起小蓝的注
怎样才能引起小蓝的注意
怎样才能引起小蓝的注意力",0.11,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,never,未知,小兰，你是不是把那篇课文给背啦？,0.76,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,孙蓉,未知,对不起，小蓝，打错了，你可以和我一起玩和平精英,0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,时光倒流,未知,关注一年了，从来没翻我,0.52,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,警惕身边帅死人的超级无敌炸破宇宙天姛帅哥,未知,谁和我一样？第一次读秦兵马俑读成了秦兵马俑（tǒng）[捂脸],0.39,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,柒拾壹.,未知,小蓝，没想到连你也背叛了我[泣不成声][泣不成声],0.91,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,寿司有点困,未知,看看一年级,0.87,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户7777112141075,未知,干嘛不向那个兵马俑一踹过去？[捂脸][笑哭][泪奔][看],0.3,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,伤感薯条,未知,我是二年级[捂脸],0.2,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户5925795043436,未知,[爱心][爱心][爱心],0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,冰樱,未知,叮🌟✨：你的粉丝已欠费，请您以回复或点赞缴费。[情书],0.83,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,陈竹是颗竹,未知,抱歉，我是二年级的。,0.62,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Foi,未知,如果没有时间的话，可以下次再玩别的。,0.43,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,xue  gao./,未知,我记得有2个木有头的[黑脸],0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,余乏,未知,我是四年级下册[捂脸],0.55,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,俱往矣,未知,@兵马俑👍冰蛋,0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我叫小可爱,未知,我容易吗？我玩个抖音也要学习[捂脸][捂脸],0.01,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,💞拾光,未知,你好！,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,.兔包子🐰,未知,不是的，不是的。,0.24,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,…………憨,未知,那个我才二年级。[捂脸][捂脸],0.01,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户0113069277417,未知,这本书和我不一样。[捂脸],0.06,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户6527925031721,未知,有真能这样上课就好了,0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,火箭,未知,你会学一年级的吗[捂脸][捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,挽辞超级爱格瑞和金❤️（凹凸铁粉）,未知,我可不上网课，我才一年级。 ,0.86,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,辣个蓝人,未知,没过千[泣不成声],0.56,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,0手感,未知,如果一直这样上课的话，那我保证我永远都不会打游戏了。[泣不成声][看],0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,孙蓉,未知,小兰，你可以和我一起玩和平精英,0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,全世界我最可爱,未知,@dddj The way[咖啡][咖啡][赞][赞],0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,涧棋阁,未知,小蓝，你也真是厉害👍,0.76,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,尒笵汏亾💫💫💫,未知,我一年级,0.87,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,鲸LLLLLL,未知,如果是盗墓笔记的话，那些石像应该都会活过 来,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,你的~giao,未知,说，你是不是钉钉同伙,0.04,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小辉煌,未知,你不要过来呀！！！！！！,0.04,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,芬怒小鸟爱豚馒,未知,我上五年级[捂脸][捂脸][捂脸]，我去过秦兵马俑,0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,飘小飘,未知,我才一年级下册。   ,0.93,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,剑杰在这@,未知,小兰，我把你所有的视频都赞了一遍[呲牙],0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,哼,未知,关注，关注，关注，[666],0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,v搜   晚睡梦想家,未知,这个vr多少钱？,0.28,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,幺哥搞笑,未知,我一个初中生边找小学的书边看，没想到小蓝姐姐还是语文老师[机智][机智],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,木子水,未知,我记得这是我4年级上册 写的作文呀怎么回事？  [疑问][疑问][疑问][疑问][疑问][疑问],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,呱啊！！！,未知,那初中了怎么办？ ,0.32,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小崔崔,未知,我的书不是这个,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小汤圆꒦ິ^꒦ິ,未知,[呲牙],0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,OT5,未知,现在已经改版啦[呲牙],0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,九决青颜·欧伊兰,未知,？？？？,0.16,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,点燃一支烟,未知,"上课（X）
玩（✓）",0.94,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,《迷你世界》依依💖,未知,姐姐你很喜欢穿裙子吗？[呲牙][呲牙],0.85,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户2491653506335,未知,为啥我没有学过这篇？[黑脸],0.06,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,天空上的小奇,未知,为什么我四年级的书上没有？,0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户4717113184291,未知,我学过了,0.69,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,宠ベ,未知,有你那么讲课的吗？还有王者荣耀[捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,三天四次,未知,满满的回忆[泪奔][泪奔],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,还是小学生,未知,我刚好四年级[呲牙][呲牙],0.93,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Danial.`,未知,你还直播,0.38,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,AAA房产中介邱姐,未知,人来的,0.8,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,痛吻.,未知,小蓝姐姐你都背下来了？[666][666][666],0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我玩第五怎么你了,未知,谢谢小蓝老师告诉我,0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Sasryᵒ池夏颜🌾.,未知,小兰姐姐，我想问一下小忍设计怎么玩？,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,〖Reitkunst〗🐴,未知,砸砸砸砸砸啊啊儿,0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,你就让让我吧,未知,怎么买VR,0.48,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,美少女壮士（糯米）,未知,我可不可以不看我是一年级下册的书好不好。[偷笑][偷笑][偷笑][流泪][流泪][流泪],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,上善若水,未知,我是3年的……,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户6460265401049,未知,我好不容易从网课逃了出来，你却又给我上了一遍[捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,？？？？？？,未知,说不出来，说不出来我忘啦。,0.1,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,大大小小肥,未知,我想看你的外星宠物,0.64,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,【艾尼路】,未知,嚯 这么牛啊,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,研,未知,奥，我三年级没我事儿了，拜拜。,0.97,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,岁月暖阳,未知,有一篇课文叫做绿色,0.86,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,徐菲,未知,要这样上课，我绝对有兴趣！,0.93,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,蝶随夏,未知,下册吧！,0.79,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🍊🐷_🐷,未知,要是我们老师这么上课，我现在可能清华都保送了[捂脸][捂脸],0.24,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,￰ ￰￰ ￰￰ ￰￰￰ ￰￰ ￰￰ ￰,未知,小蓝你知道为什么赞少嘛，因为你在上课[微笑],0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,雨的&印记,未知,我才小学二年级,0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,@  敏      《拒绝连赞》,未知,[爱心][爱心][爱心],0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,✨又一颗星星坠落✨,未知,我去了的,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,嫑管我！,未知,我是6年级[捂脸],0.14,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Billy(L),未知,你确定这不是在上历史课[捂脸],0.23,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,知足常乐😊,未知,都不一样了[捂脸],0.03,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Freddie Highmore,未知,😓👿👿👿,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,*开朗的网友,未知,我是三年级。,0.83,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,岛上桃花,未知,我都六年级了,0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,lor,未知,姐姐你可以玩一些格斗游戏吗？ ,0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,CoKo,未知,我去过西安那个兵马俑。[微笑][微笑],0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,k.,未知,我六年级,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小白解说。,未知,全部都记下来了。,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,__,未知,我参观过的哦！只是人太多把我挤扁了[捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,爱爱,未知,我好伤心啊，我不是这个本的，我是人教的[流泪][流泪],0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🍞面包脑袋,未知,@一年级我是一年级小朋友，我下半月就读二年级了。,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Susan huang,未知,我3年及[捂脸],0.03,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,梓涵(●°u°●),未知,我压根就没学会，我还没有书,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🥴,未知,我是下册的[泣不成声][泣不成声],0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🌟星的513💫,未知,对不起，我是四年级下册。,0.91,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户2245133819427,未知,我记得里面有几个断头俑，断臂俑还有断头臂俑,0.62,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,相逢已是上上签,未知,视频让你的脚变大[捂脸],0.04,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,pp的b,未知,我们用的书不是这种啊。,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,苏糖✨雨婷,未知,这个我得去过啦。,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,仙人掌🌵- ̗̀(๑ᵔ⌔ᵔ๑),未知,你可以拍一个三年的吗？,0.39,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,鲁文余,未知,哈哈[呲牙]我也想买个玩玩[一起加油],0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,秀英,未知,知道为什么上一集20多万赞把这期只有8万吗？谁让你给我上课？,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小狐狸,未知,我去过，这个游戏中做得很像。,0.93,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户2906116570986,未知,我才二年级,0.77,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,开心,未知,是哪一款的？我也想买。,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,蔬菜哒咩！,未知,我们小学课本已经更新了。,0.88,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,啦啦啦,未知,我都五年纪了[看],0.74,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,也曾大喊来财也曾渴望玉牌ৎ୭,未知,哎呀媽呀，我跑錯了班我是一年級下冊,0.97,抖音vr评论数据1.csv
